-0.221,-0.094,0.805,-34.301,-27.648,12.268
-0.267,-0.236,0.771,-5.92,-27.587,22.033
-0.343,-0.002,0.871,22.644,-8.056,-11.779
-0.288,-0.004,0.894,0.183,2.746,-13.0
-0.324,-0.084,1.066,-31.311,8.789,2.624
-0.33,0.0,0.887,1.831,-6.103,4.272
-0.278,-0.107,0.954,2.197,3.845,-4.699
-0.344,-0.052,0.903,1.708,0.061,1.281
-0.304,-0.079,0.919,-3.723,3.356,-9.155
-0.242,-0.842,1.188,103.149,-10.192,52.795
-0.442,-0.651,1.163,14.892,-64.819,39.062
-0.633,0.685,1.363,-170.043,-5.92,-38.879
-0.173,0.388,0.679,53.405,-99.121,-44.677
0.061,-0.202,1.158,-44.128,-1.281,10.437
-0.137,-0.083,0.767,-9.643,-44.433,26.855
-0.271,0.041,0.819,-23.315,0.61,13.305
-0.147,0.195,0.951,-30.09,24.414,-2.258
-0.062,-0.084,1.035,-9.094,31.677,-13.305
0.004,-0.215,0.984,-6.53,-9.704,-7.202
-0.003,-0.177,0.958,0.183,-19.042,2.014
-0.07,-0.207,0.941,36.682,-36.437,-11.291
-0.051,-0.114,1.087,1.037,-30.212,-0.976
-0.379,0.259,0.856,0.061,-0.732,0.0
-0.377,0.253,0.861,1.159,-0.976,-1.708
-0.355,0.252,0.897,0.732,1.403,-0.732
-0.386,0.236,0.892,10.742,-1.159,-3.662
-0.376,0.259,0.867,6.103,0.854,-1.159
-0.35,0.252,0.906,-0.427,-1.037,-1.159
-0.373,0.269,0.87,1.403,3.845,1.098
-0.384,0.283,0.916,0.183,1.281,-4.028
-0.32,0.155,1.06,16.967,-0.427,-21.057
-0.271,-0.001,0.947,-20.751,-28.93,51.696
-0.696,0.23,0.559,-79.956,-36.926,-3.723
-0.457,0.145,0.746,-7.263,-41.564,-19.165
-0.346,-0.026,0.888,-13.916,-32.958,-2.624
-0.335,0.119,0.743,-45.104,-30.334,-5.371
-0.294,0.117,0.88,-44.86,-11.657,-26.428
-0.168,-0.161,1.036,-7.995,-7.385,13.854
-0.282,0.024,0.922,-68.115,-6.958,6.652
-0.168,0.079,1.062,-31.86,1.464,-10.131
-0.202,-0.186,0.908,-11.413,-5.981,-9.826
-0.27,-0.026,0.908,-24.597,-32.165,11.535
0.901,-0.144,0.416,0.61,-14.099,1.281
0.911,-0.141,0.395,0.366,-0.854,0.305
0.905,-0.142,0.383,0.427,-17.944,0.793
0.919,-0.143,0.369,0.427,-14.038,0.976
0.919,-0.144,0.355,0.366,-5.065,0.122
0.927,-0.145,0.349,0.122,-12.817,0.854
0.929,-0.146,0.336,0.366,-12.634,0.671
0.933,-0.146,0.319,0.122,-7.202,0.427
0.941,-0.14,0.31,0.549,-10.009,0.732
0.934,-0.149,0.299,0.61,-11.047,0.549
0.936,-0.148,0.294,0.061,-8.666,0.549
0.944,-0.15,0.284,0.183,-8.483,0.61
0.947,-0.145,0.277,0.427,-8.972,0.366
0.949,-0.156,0.266,0.366,-8.666,0.427
0.962,-0.155,0.257,0.549,-8.117,0.549
0.955,-0.146,0.248,0.305,-7.995,0.305
0.959,-0.156,0.238,0.244,-8.239,0.549
0.963,-0.151,0.235,0.244,-7.263,0.305
0.957,-0.154,0.221,0.183,-6.469,0.122
0.96,-0.155,0.217,0.244,-7.629,0.305
0.985,-0.166,0.0,0.244,-0.61,-0.183
0.977,-0.164,0.001,0.183,-0.488,-0.122
0.98,-0.164,0.0,0.305,-0.793,-0.183
0.982,-0.169,0.004,0.366,-0.305,-0.183
0.985,-0.169,0.0,0.305,-0.122,-0.244
0.982,-0.17,-0.002,0.122,-0.366,-0.244
0.984,-0.165,0.001,0.244,-0.732,-0.122
0.982,-0.171,-0.003,0.305,0.793,-0.244
0.981,-0.161,0.0,0.0,0.732,-0.244
0.981,-0.166,0.0,0.305,0.732,-0.183
0.984,-0.169,-0.005,0.244,-0.122,-0.122
0.987,-0.168,0.0,0.061,-0.122,-0.183
0.981,-0.17,-0.006,0.183,-0.61,-0.305
0.985,-0.171,-0.004,0.427,-1.159,0.183
0.985,-0.168,-0.003,0.244,-0.122,-0.122
0.98,-0.164,0.0,0.305,0.305,-0.061
0.985,-0.169,-0.007,0.122,1.159,-0.305
0.982,-0.171,-0.009,-0.061,-1.159,-0.122
0.979,-0.171,-0.001,0.183,-1.098,0.122
0.982,-0.17,-0.006,0.427,1.159,-0.244
0.982,-0.175,-0.039,0.244,-0.793,-0.122
0.98,-0.17,-0.037,0.305,-0.793,-0.061
0.98,-0.171,-0.036,0.122,-0.427,-0.061
0.982,-0.175,-0.04,0.427,-0.61,-0.122
0.985,-0.167,-0.04,0.183,-1.22,-0.122
0.975,-0.176,-0.034,0.244,-0.854,0.061
0.981,-0.171,-0.044,0.061,0.305,-0.061
0.976,-0.172,-0.04,0.305,0.122,0.0
0.98,-0.175,-0.039,0.244,-1.159,-0.061
0.98,-0.17,-0.036,0.244,-0.976,0.061
0.979,-0.171,-0.039,0.122,0.0,-0.305
0.979,-0.165,-0.04,0.122,-0.915,-0.122
0.979,-0.175,-0.038,0.122,-0.732,0.061
0.98,-0.169,-0.038,0.183,-1.037,0.061
0.98,-0.178,-0.035,0.366,-0.976,0.0
0.983,-0.166,-0.044,0.305,0.732,-0.244
0.983,-0.169,-0.043,0.244,1.647,-0.305
0.982,-0.167,-0.043,0.061,-0.183,-0.366
0.979,-0.173,-0.041,0.427,-2.075,0.0
0.981,-0.172,-0.051,0.366,-0.793,-0.122
0.979,-0.174,-0.069,0.366,0.122,-0.305
0.978,-0.174,-0.075,0.244,-0.732,-0.183
0.976,-0.175,-0.068,0.244,-1.159,-0.122
0.975,-0.174,-0.065,0.122,-0.183,-0.061
0.974,-0.173,-0.068,0.366,0.976,-0.305
0.981,-0.177,-0.072,0.122,0.427,-0.305
0.977,-0.17,-0.071,0.366,-1.281,-0.122
0.975,-0.175,-0.067,0.305,-0.854,-0.183
0.975,-0.173,-0.069,0.244,0.183,-0.061
0.975,-0.17,-0.073,0.244,0.976,-0.244
0.975,-0.174,-0.073,0.183,-0.488,-0.183
0.976,-0.17,-0.065,0.183,-2.014,0.061
0.979,-0.175,-0.061,0.122,-0.061,-0.122
0.973,-0.173,-0.068,0.0,-0.305,0.122
0.975,-0.18,-0.074,0.244,0.61,-0.061
0.985,-0.174,-0.064,0.366,1.22,-0.244
0.975,-0.175,-0.069,0.244,-0.183,-0.122
0.978,-0.171,-0.078,0.244,-0.549,-0.061
0.979,-0.175,-0.069,0.366,-0.854,-0.183
0.976,-0.172,-0.069,0.305,-1.098,-0.122
0.978,-0.175,-0.089,0.244,0.427,-0.244
0.974,-0.174,-0.086,0.061,-0.915,-0.244
0.977,-0.174,-0.089,0.488,-0.427,0.061
0.983,-0.176,-0.089,0.366,0.915,-0.183
0.982,-0.174,-0.084,0.183,0.0,-0.183
0.978,-0.175,-0.085,0.183,-0.061,-0.183
0.973,-0.176,-0.079,0.244,-0.549,-0.244
0.974,-0.177,-0.079,0.427,-0.671,0.0
0.974,-0.171,-0.09,0.305,0.366,-0.183
0.974,-0.176,-0.087,0.366,0.366,-0.061
0.976,-0.177,-0.083,0.305,0.366,-0.061
0.975,-0.176,-0.086,0.183,-0.122,0.0
0.977,-0.179,-0.082,0.122,0.671,-0.061
0.98,-0.173,-0.085,0.122,0.488,0.0
0.977,-0.175,-0.088,0.183,-0.549,-0.061
0.98,-0.175,-0.087,0.061,-0.793,0.0
0.981,-0.18,-0.093,0.244,0.183,-0.061
0.972,-0.171,-0.087,0.488,0.244,-0.122
0.977,-0.182,-0.085,0.305,0.122,-0.061
0.976,-0.171,-0.086,0.183,-0.061,-0.122
0.968,-0.177,-0.098,0.488,0.366,-0.305
0.971,-0.174,-0.099,0.244,-0.549,-0.183
0.974,-0.175,-0.101,0.061,-1.22,-0.305
0.976,-0.174,-0.1,0.244,-0.549,0.061
0.973,-0.18,-0.095,0.366,0.244,-0.183
0.973,-0.173,-0.101,0.183,-0.061,-0.061
0.975,-0.175,-0.101,0.183,-0.366,-0.244
0.974,-0.175,-0.096,0.183,-0.122,0.183
0.972,-0.177,-0.099,0.244,-0.183,-0.061
0.977,-0.176,-0.099,0.183,0.183,-0.305
0.97,-0.175,-0.103,0.305,0.244,-0.122
0.976,-0.181,-0.102,0.244,0.427,-0.305
0.976,-0.176,-0.101,0.183,1.098,-0.122
0.971,-0.176,-0.102,0.244,0.0,-0.305
0.973,-0.175,-0.096,0.305,-1.098,-0.061
0.97,-0.18,-0.099,0.122,-0.793,0.122
0.973,-0.173,-0.101,0.061,0.061,-0.122
0.966,-0.172,-0.098,0.244,0.915,-0.122
0.974,-0.176,-0.102,0.305,0.915,-0.305
0.974,-0.169,-0.099,0.366,0.122,-0.427
0.97,-0.175,-0.115,0.244,-0.305,-0.122
0.97,-0.175,-0.109,0.366,0.122,0.0
0.972,-0.178,-0.116,0.061,0.427,-0.061
0.972,-0.178,-0.111,0.244,0.793,-0.183
0.978,-0.18,-0.111,0.183,0.305,-0.244
0.977,-0.179,-0.111,0.122,-0.61,-0.305
0.97,-0.173,-0.105,0.366,-0.732,-0.183
0.979,-0.174,-0.112,0.305,-0.244,-0.061
0.967,-0.18,-0.113,0.305,0.793,-0.244
0.975,-0.175,-0.105,0.305,0.732,-0.183
0.97,-0.177,-0.107,0.305,-0.976,-0.061
0.977,-0.179,-0.11,0.244,-0.793,0.061
0.966,-0.177,-0.113,0.183,-0.305,-0.122
0.969,-0.176,-0.111,0.305,0.244,-0.061
0.974,-0.177,-0.111,0.244,1.098,-0.183
0.968,-0.181,-0.111,0.244,0.915,-0.122
0.967,-0.18,-0.116,0.244,0.366,-0.366
0.972,-0.177,-0.111,0.305,-0.732,-0.061
0.968,-0.178,-0.105,0.183,-0.488,-0.183
0.973,-0.181,-0.11,0.122,0.488,-0.183
0.974,-0.175,-0.118,0.122,1.037,-0.305
0.976,-0.181,-0.119,0.244,0.061,-0.244
0.976,-0.179,-0.117,0.305,-0.305,-0.183
0.969,-0.18,-0.113,0.183,-0.305,0.183
0.972,-0.176,-0.12,0.488,0.976,0.183
0.975,-0.176,-0.117,0.0,1.098,-0.122
0.977,-0.173,-0.107,0.0,0.061,-0.244
0.972,-0.18,-0.113,0.488,-0.305,-0.122
0.977,-0.178,-0.112,0.305,0.122,0.061
0.969,-0.182,-0.116,0.244,1.708,-0.366
0.967,-0.18,-0.117,0.061,0.671,-0.244
0.971,-0.176,-0.117,0.122,-1.098,-0.122
0.969,-0.173,-0.114,1.464,1.831,3.54
0.97,-0.176,-0.12,-0.427,1.464,-0.854
0.971,-0.181,-0.117,-0.488,-2.441,-0.732
0.975,-0.179,-0.108,0.183,-4.943,0.305
0.97,-0.184,-0.109,0.488,-0.183,0.244
0.97,-0.182,-0.12,0.122,3.051,0.0
0.973,-0.183,-0.122,0.0,1.953,-0.61
0.97,-0.183,-0.12,0.0,-1.403,0.0
1.129,-0.374,0.196,-24.414,-188.659,-59.692
1.027,-0.154,0.111,-27.16,10.375,10.253
0.988,0.151,0.202,-12.329,2.929,-4.455
1.053,-0.166,0.112,-24.353,-4.821,2.563
0.967,0.18,0.109,-12.023,-1.403,3.295
1.014,-0.089,0.116,-2.624,-36.01,-4.638
1.005,-0.076,0.05,3.295,8.117,1.098
1.009,-0.073,0.105,2.746,-26.367,-10.192
1.006,-0.074,0.047,0.793,24.78,3.173
0.989,-0.072,0.078,-0.305,21.911,0.61
1.009,-0.038,0.098,-0.732,-28.442,-4.211
0.968,-0.057,0.089,1.037,-4.272,4.211
1.002,-0.066,0.112,-1.525,-38.513,-2.136
0.988,-0.063,0.106,4.211,-8.789,4.882
1.005,-0.055,0.066,15.075,36.376,-8.911
0.885,-0.084,0.076,8.972,-25.451,-13.183
0.92,-0.044,0.165,0.0,-71.899,0.366
1.002,-0.029,0.144,2.868,-9.216,-2.624
1.043,-0.026,0.081,2.014,-2.319,-4.699
0.981,-0.02,0.065,2.075,12.878,1.586
0.994,0.015,0.093,0.732,0.0,-0.061
0.992,0.017,0.081,0.671,0.183,-0.122
0.985,0.017,0.094,0.61,0.183,-0.061
0.988,0.014,0.087,0.732,-0.122,-0.244
0.988,0.018,0.094,0.549,0.122,-0.122
0.987,0.012,0.09,0.427,0.061,-0.183
0.991,0.01,0.098,0.549,0.244,-0.183
0.995,0.017,0.093,0.61,0.122,-0.061
0.992,0.017,0.091,0.427,0.061,-0.061
0.988,0.012,0.091,0.488,0.061,-0.122
0.989,0.011,0.093,0.549,0.244,-0.183
0.994,0.016,0.091,0.488,0.305,-0.183
0.99,0.009,0.098,0.549,0.366,-0.061
0.992,0.018,0.093,0.488,0.122,-0.122
0.996,0.015,0.086,0.488,0.427,-0.366
0.984,0.016,0.084,0.549,0.244,-0.244
0.991,0.013,0.094,0.732,-0.549,-3.417
0.99,0.019,0.093,0.549,-0.976,-6.225
1.004,0.021,0.087,0.549,0.0,0.122
0.992,0.026,0.088,0.366,0.366,-0.183
0.993,0.027,0.09,0.549,0.0,-0.122
0.991,0.034,0.087,0.427,0.183,-0.061
0.993,0.033,0.087,0.427,0.122,-0.183
0.993,0.036,0.083,0.671,0.061,-0.183
0.987,0.039,0.082,0.488,-0.122,-0.122
0.993,0.039,0.086,0.488,0.122,-0.183
0.996,0.034,0.078,0.488,-0.061,-0.183
0.989,0.037,0.079,0.427,0.0,-0.366
0.998,0.032,0.092,0.305,0.122,-0.061
0.99,0.036,0.088,0.488,0.122,-0.061
0.992,0.034,0.085,0.366,0.122,-0.183
0.998,0.036,0.082,0.488,0.061,-0.122
0.989,0.034,0.082,0.427,0.366,-0.122
0.989,0.031,0.086,0.488,0.183,-0.122
0.99,0.029,0.082,0.366,0.122,-0.244
0.994,0.033,0.083,0.427,0.122,-0.061
0.991,0.034,0.085,0.61,0.0,0.0
0.989,0.031,0.083,0.366,0.122,-0.122
0.991,0.034,0.086,0.427,0.183,-0.061
0.995,0.036,0.081,0.366,0.061,-0.122
0.987,0.035,0.087,0.244,0.061,-0.244
0.987,0.031,0.08,0.244,0.061,-0.061
0.991,0.036,0.084,0.366,0.305,-0.061
0.986,0.031,0.086,0.244,0.244,-0.183
0.996,0.034,0.083,0.244,0.122,-0.244
0.992,0.037,0.084,0.305,-0.061,0.0
0.994,0.035,0.085,0.366,0.0,-0.122
0.99,0.028,0.091,0.427,0.0,0.061
0.988,0.038,0.085,0.366,0.061,-0.244
0.982,0.039,0.079,0.366,0.183,-0.427
0.987,0.034,0.085,0.183,0.244,-0.061
0.989,0.042,0.092,0.244,0.0,-0.061
0.995,0.037,0.092,0.366,0.061,-0.183
0.989,0.035,0.089,0.244,0.122,-0.122
0.991,0.033,0.087,0.427,-0.061,-0.183
0.99,0.032,0.081,0.305,0.122,-0.122
0.991,0.037,0.076,0.366,0.122,-0.183
0.986,0.028,0.084,0.244,-0.122,-0.122
0.992,0.032,0.086,0.366,0.122,-0.122
0.99,0.034,0.088,0.305,0.244,-0.061
0.987,0.03,0.088,0.366,0.244,-0.183
0.992,0.035,0.082,0.366,0.0,-0.305
0.993,0.033,0.082,0.366,-0.183,-0.122
0.991,0.035,0.084,0.427,0.183,0.0
0.986,0.035,0.085,0.305,0.244,-0.244
0.991,0.035,0.081,0.366,0.122,-0.122
0.987,0.033,0.088,0.305,0.183,-0.061
0.991,0.036,0.087,0.183,0.244,-0.061
0.991,0.035,0.081,0.122,0.122,0.061
0.993,0.034,0.078,0.305,0.305,-0.122
0.99,0.039,0.085,0.183,0.183,-0.122
0.997,0.039,0.084,0.305,0.061,-0.183
0.989,0.032,0.09,0.122,0.305,-0.183
0.989,0.03,0.087,0.366,0.122,-0.305
0.988,0.037,0.089,0.305,0.305,-0.122
0.989,0.036,0.083,0.305,0.183,-0.244
0.99,0.034,0.085,0.183,0.0,-0.244
0.993,0.034,0.08,0.366,0.244,-0.183
0.995,0.034,0.085,0.244,0.0,-0.427
0.995,0.035,0.087,0.366,0.183,0.976
0.208,0.479,-3.666,76.904,1022.338,191.223
0.173,0.618,-0.985,-39.184,-106.628,56.701
0.097,0.541,-1.198,-4.15,-104.553,-5.676
0.276,0.4,-0.751,-6.286,-136.352,-11.474
0.216,0.398,-0.969,-6.774,11.84,-24.658
0.123,0.386,-0.846,7.446,-69.641,0.488
0.17,0.394,-0.838,-5.798,-29.785,-0.549
0.183,0.408,-0.888,3.845,5.493,-1.22
0.168,0.396,-0.878,-1.464,-27.038,-2.685
0.159,0.404,-0.894,-0.244,3.479,-0.732
0.145,0.405,-0.886,1.403,0.427,-0.305
0.157,0.411,-0.89,0.122,-0.671,-0.183
0.156,0.413,-0.889,0.671,0.427,0.061
0.151,0.404,-0.891,0.366,0.0,-0.183
0.153,0.41,-0.892,0.671,0.671,0.427
0.146,0.399,-0.891,0.366,-0.366,0.488
0.137,0.407,-0.892,0.915,-0.732,0.061
0.152,0.405,-0.886,-0.305,-2.014,1.22
0.131,0.402,-0.888,0.976,-0.244,0.122
0.154,0.403,-0.892,-0.183,-0.976,0.183
0.136,0.389,-0.897,0.305,0.061,-0.122
0.138,0.396,-0.899,0.488,0.122,-0.183
0.138,0.397,-0.891,0.427,-0.061,-0.061
0.139,0.391,-0.897,0.244,0.488,-0.305
0.139,0.397,-0.887,0.366,0.244,-0.305
0.142,0.392,-0.892,0.061,-0.061,-0.183
0.138,0.393,-0.895,0.305,-0.366,-0.244
0.138,0.4,-0.901,0.427,-0.122,-0.122
0.136,0.393,-0.89,0.366,0.183,-0.183
0.14,0.394,-0.896,0.366,0.305,-0.183
0.135,0.397,-0.897,0.366,0.183,-0.183
0.137,0.399,-0.895,0.366,0.0,-0.183
0.14,0.395,-0.891,0.427,-0.183,-0.122
0.138,0.397,-0.892,0.488,-0.061,-0.244
0.139,0.393,-0.895,0.488,0.0,-0.305
0.133,0.397,-0.898,0.305,0.061,-0.305
0.135,0.391,-0.896,0.366,0.122,-0.183
0.141,0.396,-0.892,0.427,-0.244,-0.183
0.139,0.398,-0.893,0.244,0.427,-0.305
0.133,0.394,-0.898,0.305,0.305,-0.244
0.14,0.39,-0.891,0.427,0.488,-0.061
0.135,0.391,-0.897,0.244,0.122,-0.244
0.137,0.397,-0.896,0.366,-0.061,-0.183
0.137,0.389,-0.895,0.488,-0.61,0.061
0.145,0.392,-0.895,0.61,-0.488,-0.061
0.138,0.387,-0.893,0.488,0.427,-0.122
0.143,0.387,-0.891,0.427,0.549,-0.183
0.136,0.388,-0.897,0.366,-0.061,-0.122
0.137,0.392,-0.901,0.61,-0.61,-0.122
0.141,0.394,-0.9,0.366,0.244,-0.183
0.136,0.392,-0.906,0.305,0.61,-0.122
0.135,0.391,-0.89,0.183,0.61,-0.183
0.136,0.385,-0.899,0.366,-0.061,-0.122
0.14,0.391,-0.895,0.427,-0.244,-0.183
0.138,0.389,-0.885,0.549,-0.488,0.0
0.137,0.387,-0.895,0.366,0.183,-0.122
0.136,0.392,-0.898,0.305,0.122,0.061
0.14,0.391,-0.891,0.488,-0.183,-0.122
0.136,0.39,-0.896,0.549,-0.305,-0.244
0.139,0.391,-0.898,0.549,0.183,-0.183
0.135,0.387,-0.905,0.427,0.427,-0.183
0.141,0.385,-0.903,0.305,0.61,-0.305
0.135,0.386,-0.895,0.244,0.366,-0.122
0.138,0.393,-0.895,0.305,-0.244,-0.122
0.143,0.384,-0.897,0.488,-0.488,-0.122
0.139,0.388,-0.903,0.549,-0.061,-0.061
0.135,0.384,-0.897,0.366,0.244,-0.244
0.141,0.386,-0.897,0.427,0.244,-0.244
0.134,0.383,-0.901,0.305,-0.061,-0.122
0.146,0.382,-0.895,0.488,-1.342,-0.122
0.138,0.385,-0.895,0.671,0.488,-0.183
0.137,0.383,-0.899,0.366,0.976,-0.305
0.136,0.385,-0.905,0.305,0.915,-0.061
0.138,0.386,-0.898,0.427,-0.671,0.244
0.131,0.386,-0.898,0.549,-0.61,-0.305
0.136,0.389,-0.904,0.549,0.732,-0.305
0.139,0.389,-0.897,0.305,0.549,-0.122
0.136,0.384,-0.9,0.305,0.427,0.122
0.14,0.395,-0.897,0.366,-0.488,-0.122
0.14,0.385,-0.899,0.427,-0.976,-0.122
0.138,0.386,-0.899,0.427,-0.305,-0.183
0.135,0.389,-0.897,0.549,0.0,-0.305
0.142,0.381,-0.897,0.305,0.671,-0.122
0.131,0.387,-0.897,0.427,-0.122,-0.183
0.138,0.384,-0.9,0.366,-0.305,-0.244
0.134,0.389,-0.9,0.488,0.0,-0.122
0.137,0.388,-0.899,0.488,0.427,-0.122
0.137,0.388,-0.905,0.366,0.122,0.0
0.137,0.39,-0.904,0.183,-0.183,-0.183
