Grid,Label,RSSI_0_0,RSSI_0_8,RSSI_8_0,RSSI_8_8,RSSI_16_0,RSSI_16_8
9_3,in,,,-54.0,-79.0,-78.0,
9_3,in,,,,-82.0,-82.0,
9_3,in,,,-66.0,,-83.0,-92.0
9_3,in,,,-66.0,-77.0,-82.0,-92.0
9_3,in,,,-66.0,-78.0,-77.0,
9_3,in,-96.0,,,-77.0,-77.0,
9_3,in,,,-54.0,-77.0,,-90.0
9_3,in,,,-56.0,,,
9_3,in,,,-66.0,-79.0,-77.0,
9_3,in,,,,-80.0,-77.0,
9_3,in,,,,-77.0,,
9_3,in,,,-56.0,-79.0,-78.0,-92.0
9_3,in,,,-66.0,-80.0,-77.0,-86.0
9_3,in,-97.0,,,-80.0,-82.0,-91.0
9_3,in,,,-54.0,-78.0,-81.0,-90.0
9_3,in,-93.0,-92.0,,-78.0,-81.0,-92.0
9_3,in,,,-66.0,-82.0,-83.0,-88.0
9_3,in,,,,-82.0,-76.0,-89.0
9_3,in,,,-54.0,-78.0,-83.0,-90.0
9_3,in,,,,-78.0,-76.0,-91.0
9_3,in,,,,-79.0,-77.0,-88.0
9_3,in,,,,-79.0,,
9_3,in,-97.0,,-66.0,-78.0,-76.0,-92.0
9_3,in,,,-54.0,-77.0,-81.0,
9_3,in,,,-56.0,-78.0,,
9_3,in,,,-66.0,,,
9_3,in,,,-54.0,-82.0,-80.0,-91.0
9_3,in,,,-64.0,-79.0,-78.0,-90.0
9_3,in,,-94.0,,-79.0,-78.0,-92.0
9_3,in,,,-58.0,-79.0,-78.0,
9_3,in,,,-54.0,-77.0,-77.0,
9_3,in,,,-56.0,-78.0,-80.0,
9_3,in,,,-56.0,-82.0,-78.0,-91.0
9_3,in,,,-66.0,-82.0,-76.0,
9_3,in,,,,-81.0,,
9_3,in,,,-66.0,-79.0,,-91.0
9_3,in,,,-54.0,-78.0,,
9_3,in,,,-56.0,-80.0,,-87.0
9_3,in,,,-54.0,-80.0,-76.0,
9_3,in,,,,-78.0,,
9_3,in,,,-64.0,-76.0,-78.0,
9_3,in,,,-58.0,-78.0,,-89.0
9_3,in,,,-58.0,,-82.0,-92.0
9_3,in,,,-56.0,,-76.0,-95.0
9_3,in,,-94.0,-54.0,-82.0,-77.0,
9_3,in,,,-54.0,-77.0,,
9_3,in,,,-54.0,-77.0,-77.0,-90.0
9_3,in,,,,-77.0,-77.0,-90.0
9_3,in,,,-54.0,-81.0,-78.0,-89.0
9_3,in,,,,-79.0,-77.0,
9_3,in,-94.0,,-66.0,,-81.0,-93.0
9_3,in,,,,-77.0,-78.0,-91.0
9_3,in,-94.0,,,-78.0,,127.0
9_3,in,-92.0,,-66.0,,,-91.0
9_3,in,-94.0,,-54.0,-77.0,,-91.0
9_3,in,,,-56.0,-79.0,-78.0,
9_3,in,,,-54.0,-78.0,-82.0,-90.0
9_3,in,,,,-77.0,-80.0,-88.0
9_3,in,,,-56.0,-78.0,-77.0,-91.0
9_3,in,-94.0,,-66.0,-80.0,-83.0,-90.0
9_3,in,,,-52.0,-78.0,-75.0,-90.0
9_3,in,,-90.0,-66.0,-86.0,,-90.0
9_5,in,,,-64.0,-72.0,-89.0,
9_5,in,,-96.0,-62.0,-73.0,-86.0,-89.0
9_5,in,-95.0,,-60.0,-78.0,-81.0,
9_5,in,,-88.0,,-74.0,-86.0,
9_5,in,-92.0,,-60.0,-74.0,-80.0,
9_5,in,,,-66.0,-72.0,-85.0,-89.0
9_5,in,,,,-78.0,-82.0,
9_5,in,,-88.0,-64.0,-77.0,-86.0,-87.0
9_5,in,,,-60.0,-77.0,-87.0,-89.0
9_5,in,,,,-78.0,-80.0,
9_5,in,,-92.0,-62.0,-73.0,-87.0,
9_5,in,,,-70.0,-72.0,-87.0,-89.0
9_5,in,,,-62.0,-73.0,-80.0,-88.0
9_5,in,,-90.0,-70.0,-72.0,-87.0,-90.0
9_5,in,,,-70.0,-74.0,-80.0,
9_5,in,,,-70.0,-77.0,-80.0,-88.0
9_5,in,,,,-72.0,-79.0,-88.0
9_5,in,,,-66.0,-77.0,-79.0,
9_5,in,,-88.0,-64.0,-77.0,,-88.0
9_5,in,,-90.0,-60.0,-77.0,,
9_5,in,-94.0,-90.0,-64.0,-77.0,-79.0,
9_5,in,,-86.0,-60.0,-76.0,,-90.0
9_5,in,,-86.0,-70.0,-77.0,-80.0,-93.0
9_5,in,,,,-72.0,-84.0,-94.0
9_5,in,,-90.0,-70.0,-77.0,-81.0,
9_5,in,,,-70.0,-78.0,,
9_5,in,-94.0,,-60.0,-76.0,-81.0,-88.0
9_5,in,,,-60.0,-72.0,-80.0,-90.0
9_5,in,-93.0,-86.0,-64.0,-76.0,-79.0,
9_5,in,-94.0,,-70.0,-77.0,,-89.0
9_5,in,,-86.0,-60.0,-72.0,-80.0,-90.0
9_5,in,,-86.0,-70.0,-73.0,-81.0,
9_5,in,,-90.0,-64.0,-72.0,-81.0,
9_5,in,,,,-72.0,-81.0,
9_5,in,,-86.0,-68.0,-74.0,-87.0,-89.0
9_5,in,,-90.0,-68.0,-73.0,-86.0,-96.0
9_5,in,,,-60.0,-71.0,-82.0,-89.0
9_5,in,,,,-73.0,,-94.0
9_5,in,-97.0,,-60.0,-72.0,-80.0,
9_5,in,,-92.0,-70.0,-72.0,,-91.0
9_5,in,,,,-78.0,,-92.0
9_5,in,-96.0,,-64.0,,-83.0,-90.0
9_5,in,-92.0,,-64.0,-74.0,-80.0,
9_5,in,,-90.0,,-71.0,,-93.0
9_5,in,-91.0,,-64.0,-77.0,-85.0,-92.0
9_5,in,-91.0,,,-73.0,,-94.0
9_5,in,-91.0,-88.0,,-74.0,-82.0,
9_5,in,,-90.0,-64.0,-69.0,-86.0,
9_5,in,,,-64.0,-71.0,-79.0,-90.0
9_5,in,,,-64.0,-70.0,-82.0,
9_5,in,,,,-72.0,-88.0,-90.0
9_5,in,-91.0,-88.0,-70.0,-72.0,-86.0,-87.0
9_5,in,-95.0,-88.0,-60.0,-76.0,-81.0,-89.0
9_5,in,,-94.0,,-71.0,-87.0,-90.0
9_5,in,,-90.0,,-71.0,-86.0,-92.0
9_5,in,,-86.0,-50.0,-72.0,-81.0,-91.0
9_5,in,,-88.0,-64.0,-74.0,-81.0,-91.0
9_5,in,,-88.0,-64.0,-74.0,-79.0,-90.0
9_5,in,,,-68.0,-74.0,-83.0,127.0
9_5,in,,,-60.0,-71.0,-82.0,-95.0
9_5,in,-96.0,,-60.0,-72.0,,
9_5,in,-98.0,,-68.0,,,-91.0
9_5,in,-94.0,,-60.0,-76.0,-85.0,-91.0
9_5,in,,,,-74.0,-79.0,
9_5,in,,-88.0,-60.0,-74.0,-80.0,-89.0
9_5,in,,,-70.0,-78.0,-80.0,
9_5,in,,,,,-79.0,-90.0
9_5,in,-92.0,,-64.0,-73.0,-78.0,-94.0
9_5,in,,,,,-81.0,-87.0
9_5,in,,,-64.0,-74.0,-87.0,-90.0
9_5,in,,,-60.0,-71.0,-80.0,
9_5,in,,,-62.0,-73.0,,-90.0
9_5,in,-95.0,,-62.0,-78.0,,-90.0
9_5,in,-95.0,,-60.0,-74.0,,-90.0
9_5,in,-94.0,,-70.0,-78.0,-82.0,
9_5,in,,,-64.0,-72.0,-85.0,
9_5,in,,,-64.0,-71.0,-85.0,-94.0
9_5,in,,,-60.0,-72.0,-79.0,-91.0
9_5,in,-95.0,-90.0,,-73.0,,
9_5,in,-95.0,,-68.0,-73.0,-78.0,-93.0
9_5,in,-97.0,-88.0,-70.0,-73.0,-79.0,-90.0
9_5,in,,-88.0,,-74.0,-80.0,
9_5,in,-94.0,,,-72.0,-82.0,-90.0
9_5,in,-96.0,,-60.0,-72.0,,-91.0
9_5,in,,,,-74.0,-80.0,-90.0
9_5,in,-95.0,-88.0,-60.0,-72.0,-87.0,
9_5,in,,,-70.0,-74.0,,-89.0
9_5,in,-92.0,-88.0,-68.0,,,
9_5,in,,-90.0,-60.0,-74.0,-80.0,
9_5,in,-93.0,,-66.0,-73.0,-83.0,127.0
9_5,in,,-90.0,,-75.0,-79.0,
9_5,in,,-88.0,,-74.0,-84.0,
9_5,in,,,,-74.0,-81.0,-87.0
9_5,in,,-88.0,-74.0,-74.0,-86.0,-87.0
9_5,in,,,,-74.0,-80.0,-88.0
9_5,in,,-88.0,-66.0,-74.0,,
9_5,in,-94.0,,,-74.0,-86.0,-88.0
9_5,in,,-88.0,-68.0,-73.0,-81.0,-92.0
9_5,in,,,-70.0,-74.0,-80.0,-88.0
9_5,in,-95.0,,,-72.0,-79.0,-94.0
9_7,in,-94.0,,-66.0,-71.0,-80.0,
9_7,in,,-94.0,,-73.0,-83.0,-86.0
9_7,in,-93.0,,,-79.0,-80.0,-87.0
9_7,in,,-88.0,-66.0,,-81.0,
9_7,in,,-94.0,,-72.0,-79.0,
9_7,in,-92.0,,,-80.0,-78.0,
9_7,in,,,-68.0,-78.0,-78.0,
9_7,in,,-94.0,,-71.0,-78.0,-84.0
9_7,in,,,,-71.0,,
9_7,in,,,,,,
9_7,in,,-94.0,-72.0,,,-86.0
9_7,in,,-94.0,,-69.0,-84.0,
9_7,in,,-92.0,,-79.0,,-86.0
9_7,in,,,,-78.0,-76.0,-88.0
9_7,in,,,,-68.0,-77.0,-84.0
9_7,in,-94.0,,,-78.0,,-88.0
9_7,in,-95.0,-90.0,-68.0,-78.0,,
9_7,in,,,,,-78.0,
9_7,in,-96.0,,-66.0,-71.0,-80.0,-85.0
9_7,in,,-90.0,-72.0,-71.0,-80.0,-90.0
9_7,in,,,,-73.0,-83.0,-87.0
9_7,in,-92.0,,,-71.0,-80.0,
9_7,in,-96.0,,,-72.0,-79.0,
9_7,in,-98.0,-92.0,-74.0,-79.0,-83.0,-87.0
9_7,in,,-90.0,-70.0,,-82.0,-89.0
9_7,in,,,-70.0,,,
9_7,in,,,-66.0,-77.0,-80.0,
9_7,in,,,,-71.0,,-89.0
9_7,in,,,,-72.0,-79.0,-87.0
9_7,in,,-90.0,-70.0,-77.0,,-91.0
9_7,in,,-94.0,,,-79.0,
9_7,in,,-90.0,-68.0,,-76.0,-92.0
9_7,in,,-90.0,-72.0,-71.0,,-92.0
9_7,in,,,-72.0,-72.0,,
9_7,in,,,,,-79.0,
9_7,in,,,-70.0,-78.0,-76.0,-88.0
9_7,in,,,,,,-86.0
9_7,in,,,,-81.0,-76.0,-88.0
9_7,in,-94.0,,,-69.0,-83.0,-89.0
9_7,in,,,,-68.0,-80.0,
9_7,in,,-94.0,,-70.0,-84.0,-85.0
9_7,in,,,,-80.0,-79.0,
9_7,in,-95.0,,,-78.0,-84.0,-88.0
9_7,in,,,,-80.0,-79.0,
9_7,in,,,,-71.0,,-86.0
9_7,in,-92.0,-90.0,,-72.0,,-93.0
9_7,in,-94.0,,,,,-88.0
9_7,in,,-92.0,,-81.0,-82.0,
9_7,in,,,,,,-87.0
9_7,in,-95.0,,-72.0,,-85.0,-90.0
9_7,in,-93.0,-88.0,-72.0,-69.0,-95.0,-87.0
9_7,in,,,,-73.0,-84.0,-87.0
9_7,in,,,-66.0,-74.0,-87.0,-86.0
9_7,in,,,-66.0,-74.0,-81.0,-86.0
9_7,in,,,-72.0,-71.0,-82.0,-88.0
9_7,in,,,-70.0,-72.0,-78.0,-86.0
9_7,in,-99.0,,-64.0,-71.0,-87.0,-88.0
9_7,in,,,-66.0,-71.0,-87.0,-86.0
9_7,in,,,-74.0,-71.0,-82.0,-88.0
9_7,in,,-90.0,-64.0,-73.0,-87.0,
9_7,in,,,,,-87.0,127.0
9_7,in,,,-70.0,-72.0,-79.0,-83.0
9_7,in,,,-66.0,-79.0,-81.0,
9_7,in,-97.0,-92.0,-66.0,-70.0,-79.0,-86.0
9_7,in,,,,-82.0,-79.0,-86.0
9_7,in,-94.0,,,-72.0,,-87.0
9_7,in,,,,-73.0,-85.0,-91.0
9_7,in,-95.0,-92.0,-64.0,,-78.0,
9_7,in,,,,-72.0,-87.0,-88.0
9_7,in,-94.0,-90.0,-70.0,-80.0,,-88.0
9_7,in,,,,-74.0,,-85.0
9_7,in,-92.0,,-72.0,-79.0,-82.0,-86.0
9_7,in,,,,-71.0,-79.0,
9_7,in,-95.0,,-70.0,-73.0,,
9_7,in,,,-68.0,-71.0,,-85.0
9_7,in,,-96.0,,-72.0,,
9_7,in,-95.0,,-70.0,-71.0,-80.0,
9_7,in,-93.0,,,-81.0,-87.0,
9_7,in,-92.0,,-68.0,-72.0,-84.0,-87.0
9_7,in,,,-48.0,-69.0,-79.0,-87.0
9_7,in,,,,-69.0,-79.0,-83.0
9_7,in,,,,-78.0,,-88.0
9_7,in,,,-66.0,-79.0,-79.0,
9_7,in,,,-74.0,-70.0,-86.0,-89.0
9_7,in,,,-74.0,-73.0,,-84.0
9_7,in,-95.0,,-72.0,,,-87.0
9_7,in,,,,-69.0,-78.0,
9_7,in,-96.0,,-68.0,-71.0,,-88.0
9_7,in,,,,,,-88.0
9_7,in,-99.0,,-68.0,-80.0,,-87.0
9_7,in,,,,-69.0,-81.0,-86.0
9_7,in,,,,-78.0,-83.0,-88.0
9_7,in,,,,-71.0,-80.0,
9_7,in,-95.0,-90.0,-68.0,-72.0,-82.0,-88.0
9_7,in,,,,-69.0,,-89.0
9_7,in,,,-72.0,-69.0,-79.0,
9_7,in,,,,,,
9_7,in,,-90.0,-72.0,,,
9_7,in,,,-68.0,-72.0,,-86.0
9_7,in,,,-74.0,-69.0,,-87.0
-3_0,out,-68.0,,,,,
-3_0,out,-64.0,,-90.0,,,
-3_0,out,,,-91.0,-93.0,,
-3_0,out,,,,,,
-3_0,out,,-91.0,,,,-90.0
-3_0,out,-66.0,,-90.0,,,
-3_0,out,,,,-90.0,,
-3_0,out,-66.0,,-89.0,,-89.0,-90.0
-3_0,out,-74.0,-93.0,-88.0,,,
-3_0,out,-64.0,,-88.0,-92.0,-90.0,
-3_0,out,-76.0,-93.0,,-91.0,-89.0,
-3_0,out,,,-90.0,-92.0,,-91.0
-3_0,out,,,,,-87.0,
-3_0,out,-74.0,,,-90.0,,
-3_0,out,,,,,-91.0,
-3_0,out,-66.0,-92.0,,,,
-3_0,out,-74.0,,,,,-91.0
-3_0,out,,-91.0,,-91.0,-92.0,
-3_0,out,-62.0,,-89.0,-90.0,,
-3_0,out,-72.0,,,-91.0,,-90.0
-3_0,out,,,-87.0,-90.0,-95.0,-91.0
-3_0,out,-66.0,-98.0,,,-90.0,
-3_0,out,-64.0,-91.0,,-89.0,,-93.0
-3_0,out,,,,-91.0,,
-3_0,out,-70.0,,-87.0,-90.0,,
-3_0,out,,,-88.0,-90.0,,-91.0
-3_0,out,-64.0,,-88.0,,,
-3_0,out,,,-88.0,-90.0,-97.0,
-3_0,out,-64.0,,-88.0,-91.0,,
-3_0,out,-64.0,-96.0,-86.0,-91.0,,
-3_0,out,-62.0,,-86.0,,,-92.0
-3_0,out,-68.0,,-87.0,,,
-3_0,out,,,-87.0,-91.0,,
-3_0,out,-68.0,-92.0,-84.0,,,-90.0
-3_0,out,-74.0,-87.0,,,,
-3_0,out,,-90.0,-87.0,,,
-3_0,out,,-88.0,-85.0,,,
-3_0,out,,-94.0,-88.0,-91.0,-95.0,
-3_0,out,,,-88.0,,,
-3_0,out,-64.0,,-85.0,-93.0,,
-3_0,out,-68.0,-87.0,-85.0,-92.0,,
-3_0,out,,-88.0,-85.0,-93.0,,-90.0
-3_0,out,-68.0,,,-94.0,,
-3_0,out,-72.0,-87.0,-87.0,-92.0,,
-3_0,out,-64.0,,,-93.0,,
-3_0,out,-64.0,,-88.0,,,
-3_0,out,-64.0,-86.0,,,,
-3_0,out,-72.0,-88.0,-84.0,,,
-3_0,out,,,-84.0,,,
-3_0,out,,,-85.0,,,
-3_0,out,-62.0,,-88.0,,,
-3_0,out,,,,,-99.0,
-3_0,out,-64.0,-92.0,-87.0,-90.0,,
-3_0,out,,-90.0,-85.0,,,
-3_0,out,-68.0,,-87.0,-90.0,,-95.0
-3_0,out,,-92.0,,-89.0,,-92.0
-3_0,out,,,-87.0,,,
-3_0,out,-66.0,,-87.0,,,
-3_0,out,-56.0,-92.0,,-89.0,,
-3_0,out,,,-85.0,,,
-3_0,out,-54.0,-97.0,-88.0,,,
-3_0,out,-68.0,,-87.0,,,
-3_0,out,-64.0,,,-90.0,,-89.0
-3_0,out,,,,-90.0,-99.0,
-3_0,out,-62.0,,-85.0,-89.0,,
-3_0,out,-62.0,,-88.0,,,
-3_0,out,,,-87.0,,,-90.0
-3_0,out,-60.0,,-87.0,,,-90.0
-3_0,out,-68.0,,,,-97.0,
-3_0,out,-60.0,,,-90.0,,
-3_0,out,-62.0,-89.0,-85.0,-90.0,,-90.0
-3_0,out,-58.0,,,-87.0,,-89.0
-3_0,out,-70.0,,,-87.0,,
-3_0,out,,-91.0,-87.0,-88.0,,
-3_0,out,-64.0,,-84.0,,,
-3_0,out,,,-86.0,,,
-3_0,out,-64.0,,-84.0,-90.0,,
-3_0,out,,,,-88.0,-87.0,
-3_0,out,,-91.0,-87.0,,-94.0,
-3_0,out,-62.0,,-86.0,,-95.0,
-3_0,out,,,-86.0,,-90.0,
-3_0,out,,,,,,
-3_0,out,-70.0,-91.0,,,,-91.0
-3_0,out,,-91.0,-90.0,-90.0,-89.0,-90.0
-3_0,out,,,,-89.0,-87.0,
-3_0,out,-64.0,,-89.0,-90.0,-87.0,
-3_0,out,,-90.0,,-89.0,-90.0,
-3_0,out,-64.0,,,-89.0,-88.0,-92.0
-3_0,out,-60.0,,-88.0,,,
-3_0,out,,,-86.0,-89.0,,
-3_0,out,-68.0,,-88.0,-89.0,,
-3_0,out,-66.0,,-91.0,-91.0,,-89.0
-3_0,out,,,-90.0,-91.0,-88.0,-93.0
-3_0,out,,-91.0,,,-89.0,
-3_0,out,-68.0,,-91.0,,,-90.0
-3_0,out,,,,,,
-3_0,out,-68.0,,,,,-90.0
-3_0,out,,,-87.0,-89.0,-89.0,
-3_0,out,-68.0,,,-90.0,,
-3_0,out,,,-88.0,,,-90.0
-3_12,out,-68.0,-86.0,-81.0,-94.0,-83.0,-89.0
-3_12,out,,-88.0,-84.0,-86.0,,-90.0
-3_12,out,-68.0,-86.0,,,-79.0,-81.0
-3_12,out,-70.0,-86.0,-80.0,-92.0,-89.0,-84.0
-3_12,out,-70.0,-89.0,-80.0,,-86.0,-85.0
-3_12,out,,,-79.0,,-86.0,
-3_12,out,-74.0,-86.0,-77.0,,-77.0,-83.0
-3_12,out,-66.0,-88.0,-80.0,-84.0,-86.0,
-3_12,out,-70.0,-88.0,-77.0,,-73.0,-84.0
-3_12,out,-68.0,-85.0,-77.0,,-72.0,-85.0
-3_12,out,-66.0,-87.0,,-86.0,-73.0,
-3_12,out,-70.0,,-78.0,-88.0,-71.0,
-3_12,out,-66.0,-87.0,,-88.0,-75.0,-90.0
-3_12,out,-66.0,-88.0,,,-74.0,-86.0
-3_12,out,-68.0,-86.0,-78.0,-89.0,-72.0,-84.0
-3_12,out,-68.0,-88.0,-78.0,-87.0,-68.0,-83.0
-3_12,out,,-88.0,-77.0,,-66.0,-86.0
-3_12,out,,-86.0,-77.0,-87.0,,
-3_12,out,-68.0,,-77.0,,-66.0,
-3_12,out,,-88.0,-80.0,-89.0,,-83.0
-3_12,out,,,-78.0,,-67.0,-88.0
-3_12,out,-66.0,,-78.0,,-68.0,-84.0
-3_12,out,-72.0,-84.0,,,,
-3_12,out,-68.0,-85.0,-77.0,,,-84.0
-3_12,out,,-87.0,-80.0,,-66.0,-85.0
-3_12,out,-66.0,-88.0,-80.0,-89.0,-67.0,-83.0
-3_12,out,-66.0,-84.0,-78.0,-87.0,-67.0,-84.0
-3_12,out,,,-76.0,-88.0,,-86.0
-3_12,out,,-87.0,-77.0,-89.0,,-88.0
-3_12,out,,,-80.0,,-70.0,-87.0
-3_12,out,,-86.0,-77.0,-91.0,-67.0,-86.0
-3_12,out,-66.0,-88.0,-76.0,-89.0,-66.0,-86.0
-3_12,out,-66.0,,-77.0,-89.0,-73.0,-86.0
-3_12,out,-66.0,-84.0,-79.0,,,-85.0
-3_12,out,,-88.0,,-88.0,,-88.0
-3_12,out,-68.0,-87.0,-77.0,,,-85.0
-3_12,out,-68.0,-88.0,-77.0,-91.0,-67.0,
-3_12,out,-68.0,-86.0,-79.0,,-68.0,-86.0
-3_12,out,,-88.0,-81.0,-89.0,-67.0,-84.0
-3_12,out,,-89.0,,,-68.0,
-3_12,out,-66.0,-84.0,-80.0,,-67.0,-86.0
-3_12,out,,,-78.0,,,-86.0
-3_12,out,-66.0,-88.0,-78.0,-90.0,-66.0,
-3_12,out,,-86.0,-76.0,,,-85.0
-3_12,out,,,-77.0,,-70.0,-89.0
-3_12,out,,-87.0,-78.0,,-70.0,-89.0
-3_12,out,-72.0,-84.0,-77.0,,,
-3_12,out,-72.0,-86.0,-78.0,,-73.0,-84.0
-3_12,out,-70.0,-89.0,-81.0,-89.0,-66.0,-84.0
-3_12,out,,-85.0,-81.0,,,-89.0
-3_12,out,,-88.0,-75.0,-87.0,-73.0,-89.0
-3_12,out,-72.0,-88.0,,,-66.0,-88.0
-3_12,out,-68.0,-88.0,-80.0,-88.0,-73.0,-88.0
-3_12,out,,-89.0,,,-67.0,
-3_12,out,,-87.0,,,,-84.0
-3_12,out,-68.0,,-84.0,-90.0,-72.0,-84.0
-3_12,out,,-89.0,-84.0,-90.0,-72.0,-88.0
-3_12,out,-68.0,-85.0,-84.0,-89.0,-68.0,-84.0
-3_12,out,-72.0,-88.0,-84.0,-90.0,-68.0,-85.0
-3_12,out,-72.0,-86.0,-84.0,-91.0,-73.0,-85.0
-3_12,out,-68.0,,-87.0,-89.0,-70.0,-88.0
-3_12,out,-66.0,-86.0,-89.0,-87.0,-69.0,-84.0
-3_12,out,,-85.0,,-89.0,-70.0,-85.0
-3_12,out,,,-83.0,-89.0,-73.0,-89.0
-3_12,out,,-88.0,-89.0,,-67.0,
-3_12,out,,-86.0,-86.0,-91.0,-72.0,-84.0
-3_12,out,,-86.0,-84.0,,,-85.0
-3_12,out,,-87.0,-82.0,-92.0,,
-3_12,out,-68.0,-86.0,-84.0,-88.0,-67.0,
-3_12,out,-68.0,,-88.0,-90.0,-73.0,-89.0
-3_12,out,-72.0,-85.0,-83.0,-90.0,-67.0,-84.0
-3_12,out,-66.0,-88.0,-84.0,-92.0,-70.0,-84.0
-3_12,out,-68.0,-87.0,,-91.0,-67.0,-84.0
-3_12,out,-66.0,-84.0,,-89.0,,-85.0
-3_12,out,-68.0,-84.0,-87.0,-91.0,-70.0,-85.0
-3_12,out,-66.0,,-87.0,-91.0,,-84.0
-3_12,out,-70.0,-86.0,-86.0,,-68.0,-85.0
-3_12,out,-72.0,,-83.0,-89.0,-67.0,-84.0
-3_12,out,,-88.0,-83.0,-87.0,-67.0,
-3_12,out,-68.0,-86.0,-85.0,,,-86.0
-3_12,out,,-90.0,-87.0,-87.0,-69.0,
-3_12,out,-66.0,,-88.0,,-70.0,-88.0
-3_12,out,-68.0,-86.0,-83.0,,-73.0,-88.0
-3_12,out,-68.0,-88.0,-83.0,-90.0,-67.0,-84.0
-3_12,out,-68.0,-88.0,-83.0,,-67.0,
-3_12,out,,-89.0,-87.0,,,-86.0
-3_12,out,-68.0,,-83.0,-90.0,,-85.0
-3_12,out,-68.0,-87.0,,-89.0,-73.0,-87.0
-3_12,out,-66.0,-88.0,-84.0,,-67.0,
-3_12,out,-66.0,-90.0,,-89.0,-67.0,-85.0
-3_12,out,,-85.0,,-89.0,,-84.0
-3_12,out,,,-84.0,,-67.0,-84.0
-3_12,out,,-89.0,-83.0,,-67.0,-88.0
-3_12,out,,-88.0,-87.0,-89.0,,-85.0
-3_12,out,-68.0,-83.0,-82.0,,-72.0,-84.0
-3_12,out,-68.0,,-87.0,,-68.0,-85.0
-3_12,out,,-86.0,-84.0,-89.0,-73.0,
-3_12,out,-54.0,-85.0,-83.0,-92.0,-73.0,
-3_12,out,-72.0,-87.0,-88.0,-85.0,,-85.0
-3_12,out,,-84.0,-83.0,-83.0,-70.0,
-3_16,out,,-90.0,,-89.0,-70.0,-84.0
-3_16,out,,-92.0,,,-70.0,
-3_16,out,,-93.0,-81.0,,-71.0,-81.0
-3_16,out,,-91.0,,,-67.0,-80.0
-3_16,out,,-93.0,-79.0,-91.0,-70.0,
-3_16,out,,,,,-67.0,-80.0
-3_16,out,,,,,-67.0,-80.0
-3_16,out,,,,,-70.0,
-3_16,out,-72.0,,-87.0,,-67.0,-81.0
-3_16,out,,,-80.0,,-67.0,-80.0
-3_16,out,-74.0,-89.0,,,-67.0,-78.0
-3_16,out,,,-86.0,,-67.0,-77.0
-3_16,out,,-91.0,,,-77.0,-81.0
-3_16,out,,-88.0,,,-71.0,
-3_16,out,,,-87.0,,,
-3_16,out,,,-86.0,,-67.0,
-3_16,out,,-93.0,-80.0,,-77.0,-80.0
-3_16,out,,,,-93.0,-67.0,
-3_16,out,,,-79.0,,127.0,
-3_16,out,,,-79.0,,-79.0,-76.0
-3_16,out,-74.0,,-88.0,-88.0,-76.0,-80.0
-3_16,out,,-90.0,,,-67.0,-77.0
-3_16,out,-72.0,-90.0,-79.0,,,-77.0
-3_16,out,-72.0,-89.0,-80.0,,,-76.0
-3_16,out,,,-75.0,,,
-3_16,out,,,-75.0,,,-81.0
-3_16,out,,,-73.0,,-78.0,-78.0
-3_16,out,,,-77.0,,-67.0,-77.0
-3_16,out,,-89.0,-80.0,,,-77.0
-3_16,out,,-92.0,-79.0,-92.0,-67.0,-81.0
-3_16,out,,-91.0,-75.0,,,-77.0
-3_16,out,,-92.0,-80.0,,,-76.0
-3_16,out,-74.0,-90.0,,,,-76.0
-3_16,out,,,,-95.0,-77.0,-76.0
-3_16,out,-72.0,,-75.0,-94.0,-67.0,-81.0
-3_16,out,,,-74.0,,-77.0,-81.0
-3_16,out,-76.0,-90.0,,,,
-3_16,out,,-92.0,-76.0,-90.0,-76.0,-76.0
-3_16,out,,-90.0,-75.0,,-77.0,-77.0
-3_16,out,-76.0,,-76.0,,-76.0,-81.0
-3_16,out,,,-79.0,,-70.0,-81.0
-3_16,out,,-88.0,-80.0,,,-81.0
-3_16,out,,-91.0,-76.0,,,-77.0
-3_16,out,,-90.0,-79.0,-98.0,-67.0,-81.0
-3_16,out,,-88.0,-76.0,,,-81.0
-3_16,out,,-92.0,-76.0,-96.0,-78.0,-81.0
-3_16,out,,-90.0,-75.0,,-67.0,-77.0
-3_16,out,,-91.0,-77.0,,-70.0,-81.0
-3_16,out,,-90.0,-80.0,,-70.0,-77.0
-3_16,out,,-91.0,-80.0,,-67.0,
-3_16,out,,-92.0,-80.0,,-78.0,-77.0
-3_16,out,-74.0,-90.0,,,-77.0,-81.0
-3_16,out,,-92.0,-79.0,,-67.0,
-3_16,out,,-91.0,-76.0,,-65.0,
-3_16,out,,-92.0,-75.0,,-67.0,-77.0
-3_16,out,-72.0,-92.0,,-96.0,,-80.0
-3_16,out,-74.0,,-79.0,,-77.0,-76.0
-3_16,out,,,-76.0,,-70.0,-76.0
-3_16,out,-78.0,-90.0,,,-77.0,-77.0
-3_16,out,,-91.0,,-94.0,-67.0,-76.0
-3_16,out,,,-80.0,-96.0,,-81.0
-3_16,out,,-92.0,-80.0,-93.0,,-80.0
-3_16,out,-74.0,-91.0,-76.0,,-78.0,
-3_16,out,,,-75.0,,-77.0,-83.0
-3_16,out,-76.0,,,,-77.0,-79.0
-3_16,out,,,-79.0,-92.0,-71.0,-79.0
-3_16,out,-74.0,,-79.0,,-67.0,-76.0
-3_16,out,,-92.0,-75.0,-93.0,-67.0,-80.0
-3_16,out,,,-80.0,,-76.0,-78.0
-3_16,out,,-89.0,-73.0,-91.0,,-76.0
-3_16,out,,,,-92.0,,
